year,season,month,weekday,hour,holiday,workingday,weather,temp,temp_felt,hum,windspeed,casual,registered,total
2011,spr,apr,tue,14,no,yes,2,17,16,0.82,19,16,28,44
2012,aut,oct,fri,19,no,yes,1,22,23,0.73,11,67,433,500
2011,sum,jul,mon,2,no,yes,2,28,31,0.79,6,3,3,6
2012,win,feb,thu,0,no,yes,1,15,14,0.59,9,7,24,31
2011,spr,jun,wed,19,no,yes,1,32,37,0.59,9,61,323,384
2012,win,mar,tue,16,no,yes,1,22,24,0.66,15,99,332,431
2011,sum,jul,fri,3,no,yes,1,23,25,0.53,0,5,6,11
2012,win,feb,thu,16,no,yes,3,9,8,0.81,0,8,110,118
2013,spr,may,sat,16,no,no,2,25,26,0.65,26,230,310,540
2012,sum,jun,mon,18,no,yes,1,29,28,0.27,30,100,691,791
2011,spr,may,mon,13,no,yes,1,25,26,0.51,0,61,153,214
2011,win,mar,sat,2,no,no,2,19,19,0.43,15,5,20,25
2011,win,jan,fri,3,no,yes,2,2,-1,0.75,7,1,0,1
2012,spr,jun,sun,10,no,no,1,20,20,0.64,0,148,288,436
2011,sum,aug,wed,16,no,yes,1,29,30,0.52,28,49,222,271
2011,sum,sep,thu,7,no,yes,1,21,22,0.78,0,7,335,342
2012,sum,jul,sun,11,no,no,1,32,35,0.52,11,170,281,451
2012,sum,aug,wed,17,no,yes,3,28,29,0.55,15,72,711,783
2012,aut,nov,mon,15,no,yes,1,14,13,0.54,13,44,213,257
2011,aut,oct,tue,12,no,yes,1,19,19,0.56,20,39,160,199
2012,win,jan,sat,9,no,no,1,3,-1,0.8,9,14,116,130
2012,win,feb,thu,8,no,yes,1,9,6,0.87,13,11,549,560
2012,spr,apr,sat,13,no,no,2,12,11,0.37,0,120,269,389
2012,sum,jun,fri,23,no,yes,3,32,39,0.63,13,6,42,48
2012,sum,aug,wed,10,no,yes,1,26,27,0.61,6,66,159,225
2011,aut,oct,mon,9,no,yes,2,17,16,0.45,19,26,180,206
2011,win,mar,sat,5,no,no,1,17,17,0.34,28,0,2,2
2011,aut,nov,tue,21,no,yes,1,12,11,0.76,0,16,166,182
2011,win,mar,thu,15,no,yes,1,4,3,0.23,0,6,62,68
2011,aut,nov,thu,9,no,yes,2,13,12,0.94,7,23,188,211
2012,win,feb,thu,15,no,yes,1,8,4,0.36,20,14,120,134
2011,win,mar,sat,22,no,no,1,10,9,0.71,0,7,56,63
2011,win,feb,thu,17,no,yes,1,1,-4,0.26,13,6,159,165
2011,sum,jul,tue,4,no,yes,1,25,26,0.88,11,0,6,6
2011,aut,oct,thu,20,no,yes,1,13,12,0.67,33,11,171,182
2012,sum,jun,mon,6,no,yes,1,23,23,0.78,11,11,147,158
2011,win,jan,tue,4,no,yes,1,-1,-5,0.74,7,0,1,1
2011,win,jan,mon,16,no,yes,1,0,-6,0.47,17,4,66,70
2012,spr,mar,fri,10,no,yes,2,10,8,0.57,7,50,137,187
2011,sum,sep,thu,2,no,yes,2,21,18,0.94,7,2,8,10
2012,aut,oct,sun,17,no,no,1,17,17,0.39,17,153,338,491
2012,aut,dec,sun,7,no,no,3,12,11,0.87,15,1,22,23
2011,spr,may,sat,4,no,no,1,15,14,0.88,9,1,6,7
2012,win,jan,mon,6,no,yes,2,3,-1,0.6,9,3,85,88
2012,spr,jun,fri,16,no,yes,1,29,28,0.29,20,111,412,523
2011,aut,dec,thu,3,no,yes,1,5,-1,0.6,20,0,1,1
2011,win,feb,sat,10,no,no,1,3,-2,0.41,17,13,71,84
2011,spr,may,thu,19,no,yes,1,30,30,0.46,22,67,311,378
2011,sum,sep,mon,17,no,yes,1,27,28,0.51,11,75,515,590
2012,spr,jun,thu,13,no,yes,1,26,26,0.37,19,65,250,315
2011,sum,jun,wed,3,no,yes,2,24,24,0.83,7,2,3,5
2011,sum,sep,tue,0,no,yes,1,21,20,0.88,7,7,19,26
2011,aut,nov,mon,14,no,yes,2,16,15,0.82,13,14,121,135
2012,win,feb,mon,3,no,yes,1,4,0,0.75,11,0,2,2
2011,spr,may,sun,21,no,no,2,15,14,0.82,0,23,82,105
2012,sum,aug,sat,1,no,,3,22,20,0.94,11,14,78,92
2012,aut,oct,sat,10,no,no,1,22,24,0.69,19,198,341,539
2011,sum,jul,sun,7,no,no,2,23,22,0.89,13,3,22,25
2011,spr,may,wed,17,no,yes,1,21,23,0.69,9,78,487,565
2011,aut,dec,fri,6,no,yes,2,14,13,0.33,20,2,80,82
2012,win,jan,thu,4,no,yes,1,6,5,0.75,0,0,3,3
2012,win,jan,sat,19,no,no,1,17,17,0.42,7,44,171,215
2012,win,feb,sun,18,no,no,1,9,5,0.36,19,17,199,216
2011,win,feb,wed,21,no,yes,1,4,3,0.48,0,2,89,91
2011,sum,aug,fri,21,no,yes,1,22,22,0.83,9,18,89,107
2011,spr,apr,mon,5,no,yes,2,15,14,1,0,3,14,17
2011,spr,apr,wed,5,no,yes,1,12,11,0.94,13,1,14,15
2012,win,jan,wednesday,20,no,yes,3,8,5,0.93,11,2,55,57
2012,aut,oct,sat,0,no,no,1,15,14,0.82,9,13,110,123
2011,SUM,jul,thu,21,no,yes,1,24,25,0.5,9,58,203,261
2012,sum,jul,mon,5,no,yes,1,24,24,0.83,7,4,43,47
2012,sum,aug,mon,8,no,yes,1,24,24,0.83,6,29,670,699
2011,aut,oct,sat,11,no,no,3,5,-1,0.93,26,1,26,27
2011,sum,jul,mon,10,no,yes,1,29,31,0.62,13,52,78,130
2012,aut,dec,mon,19,no,yes,2,13,12,0.88,9,7,333,340
2012,spr,apr,wed,16,no,yes,1,14,13,0.33,20,51,256,307
2012,sum,sep,fri,2,no,yes,1,19,19,0.73,0,7,23,30
2012,spr,may,wed,3,no,yes,3,22,21,0.88,9,0,5,5
2011,spr,apr,sun,21,no,no,2,13,12,0.44,15,8,37,45
2011,aut,nov,wed,18,no,yes,2,12,11,0.58,35,7,138,145
2011,aut,oct,thu,23,no,yes,1,9,4,0.61,28,8,60,68
2012,win,feb,fri,9,no,yes,3,10,6,0.81,17,15,229,244
2011,win,feb,fri,0,no,yes,2,2,1,0.44,0,3,10,13
2012,aut,nov,sat,7,no,no,1,4,-1,0.7,13,8,70,78
2012,aut,dec,mon,23,no,yes,3,13,12,0.94,15,6,41,47
2011,spr,may,tue,13,no,yes,1,36,39,0.39,11,37,110,147
2011,spr,apr,sun,23,no,no,1,15,14,0.88,24,5,27,32
2012,win,feb,mon,11,no,yes,1,5,2,0.7,9,12,104,116
2011,sum,jun,mon,15,no,yes,2,28,29,0.55,0,76,126,202
2011,spr,mar,fri,11,no,yes,1,7,3,0.45,19,17,58,75
2011,spr,apr,sun,11,no,no,2,12,11,0.87,9,93,109,202
2011,aut,oct,mon,17,no,yes,2,12,11,0.76,11,40,455,495
2011,sum,jul,mon,3,no,yes,1,28,31,0.79,0,2,2,4
2012,spr,mar,thu,8,no,yes,1,15,14,0.47,28,26,628,654
2011,sum,aug,tue,6,no,yes,1,18,18,0.73,7,4,115,119
2011,win,feb,thu,9,no,yes,1,0,-7,0.47,20,6,127,133
2011,win,feb,sat,15,no,no,2,10,6,0.4,19,40,125,165
2011,spr,may,tue,5,no,yes,1,17,17,0.88,9,0,14,14
2012,sum,jul,tue,1,no,yes,1,28,30,0.7,0,4,21,25
2011,aut,sep,fri,23,no,yes,2,20,20,1,9,41,107,148
2011,aut,nov,sat,10,no,no,1,8,4,0.53,17,56,171,227
2012,spr,apr,wed,22,no,yes,1,9,4,0.57,22,4,130,134
2012,spr,may,mon,3,no,yes,1,17,16,0.77,13,2,3,5
2012,sum,aug,thu,9,no,yes,1,29,32,0.66,11,54,299,353
2012,win,mar,sun,15,no,no,1,18,18,0.68,6,240,314,554
2011,win,feb,wed,10,no,yes,1,-1,-4,0.36,0,8,51,59
2012,aut,dec,tue,9,no,yes,1,9,4,0.61,26,12,322,334
2012,sum,jun,fri,6,no,yes,2,28,30,0.66,0,4,118,122
2012,aut,sep,sun,21,no,no,1,17,16,0.68,0,19,104,123
2012,aut,nov,sun,17,no,no,1,64.4,18,0.45,11,151,342,493
2011,aut,oct,fri,10,no,yes,1,15,14,0.51,11,32,106,138
2012,win,mar,sat,8,no,no,2,13,12,0.94,7,63,155,218
2011,spr,may,thu,2,no,yes,1,9,5,0.66,15,1,4,5
2012,spr,mar,thu,13,no,yes,1,15,14,0.44,22,50,223,273
2012,aut,nov,sat,9,no,no,2,9,4,0.49,20,31,188,219
2012,sum,jun,thu,16,no,yes,1,36,38,0.35,9,37,283,320
2012,win,feb,fri,0,no,yes,1,8,3,0.53,26,1,37,38
2012,win,jan,fri,6,no,yes,2,13,12,1,22,0,72,72
2012,spr,apr,sat,15,no,no,1,13,12,0.41,15,148,260,408
2012,aut,dec,sun,21,no,no,2,10,9,0.93,0,14,92,106
2012,win,jan,sat,5,no,no,3,0,-4,0.86,7,0,2,2
2011,win,feb,sat,6,no,no,1,-2,-7,0.93,13,1,1,2
2012,spr,may,tue,4,no,yes,2,17,17,0.72,6,1,7,8
2012,aut,sep,thu,23,no,yes,3,22,22,0.83,11,1,44,45
2012,spr,may,mon,22,no,yes,2,22,23,0.73,11,26,116,142
2012,spr,apr,sat,17,no,no,1,18,18,0.19,28,299,268,567
2012,win,feb,sat,2,no,no,1,8,4,0.45,17,1,37,38
2011,spr,jun,tue,15,no,yes,1,23,25,0.47,11,42,136,178
2011,win,mar,sat,11,no,no,1,15,14,0.36,30,90,106,196
2012,aut,nov,wed,1,no,yes,2,6,2,0.61,17,6,86,92
2012,aut,nov,fri,21,no,yes,1,9,8,0.76,0,23,176,199
2011,spr,jun,fri,11,no,yes,1,23,25,0.31,22,57,135,192
2012,aut,oct,tue,4,no,yes,1,13,12,0.67,11,0,7,7
2012,spr,apr,sun,21,no,no,3,10,6,0.87,26,0,11,11
2011,win,feb,tue,12,no,yes,1,6,2,0.24,17,6,65,71
2012,aut,oct,sun,20,no,no,1,16,15,0.44,13,35,160,195
2011,aut,nov,tue,2,no,yes,1,8,7,0.87,0,0,1,1
2012,sum,aug,tue,17,no,yes,1,31,86,0.35,26,90,774,864
2012,win,feb,mon,11,yes,no,1,5,-1,0.48,24,45,163,208
2012,sum,jul,thu,10,no,yes,1,28,28,0.48,11,69,145,214
2011,aut,dec,fri,13,no,yes,1,11,10,0.5,13,27,141,168
2012,spr,apr,sat,4,no,no,1,17,16,0.82,17,0,9,9
2011,sum,aug,sat,15,no,no,2,33,0,0.53,17,130,232,362
2011,win,feb,tue,6,no,yes,1,2,-4,0.32,22,0,30,30
2011,spr,jun,tue,4,no,yes,1,20,20,0.83,9,2,3,5
2011,aut,nov,thu,6,no,yes,1,9,6,0.76,13,3,96,99
2011,aut,oct,fri,0,no,yes,1,12,11,0.62,17,8,42,50
2012,sum,jun,thu,18,no,yes,1,34,32,0.25,15,100,597,697
2011,aut,oct,sat,10,no,no,3,12,11,0.76,24,21,100,121
2012,sum,aug,thu,20,no,yes,1,28,29,0.58,11,68,403,471
2011,aut,sep,mon,9,no,yes,2,23,22,0.89,13,44,161,205
2012,spr,apr,sun,9,no,no,1,14,13,0.26,15,71,108,179
2011,aut,oct,thu,3,no,yes,2,18,18,1,13,2,4,6
2012,win,jan,mon,0,no,yes,2,1,0,0.86,0,2,17,19
2011,spr,may,sun,12,no,no,2,16,15,0.77,7,109,172,281
2012,sum,jul,wed,7,yes,no,1,25,26,0.65,0,10,62,72
2012,sum,jul,thu,16,no,yes,1,33,35,0.47,6,70,288,358
2011,win,feb,thu,8,no,yes,1,4,-1,0.7,15,8,244,252
2011,spr,jun,thu,1,no,yes,few clouds,20,20,0.6,0,4,13,17
2011,sum,aug,mon,12,no,yes,1,28,27,0.35,26,54,153,207
2011,aut,oct,sat,6,no,no,1,10,9,0.71,0,1,17,18
2011,spr,mar,mon,18,no,yes,1,8,4,0.21,19,21,220,241
2012,sum,jul,thu,21,no,yes,1,33,35,0.47,13,91,232,323
2011,win,jan,thu,9,no,yes,2,4,-1,0.52,15,3,140,143
2011,win,jan,wed,9,no,yes,1,3,-3,0.37,22,6,109,115
2011,sum,sep,thu,22,no,yes,3,22,18,1,6,5,65,70
2011,aut,oct,sun,8,no,no,1,10,7,0.87,9,32,56,88
2012,spr,mar,sat,23,no,no,2,14,13,0.94,19,17,88,105
2011,spr,may,wed,21,no,yes,1,24,25,0.69,9,33,203,236
2011,spr,apr,wed,9,no,yes,1,24,25,0.61,19,27,170,197
2011,sum,aug,thu,23,no,yes,1,22,22,0.83,6,15,69,84
2011,win,feb,thu,23,no,yes,1,-2,-6,0.42,7,1,33,34
2012,sum,sep,mon,0,yes,no,2,24,23,0.94,0,42,62,104
2012,sum,jul,tue,9,no,yes,1,33,37,0.53,0,40,299,339
2011,spr,may,sat,7,no,no,1,16,15,0.59,0,8,32,40
2012,spr,jun,sun,0,no,no,1,24,25,0.69,7,33,125,158
2012,aut,sep,sat,3,no,no,2,17,17,0.59,13,4,25,29
2011,aut,oct,mon,1,no,yes,1,19,19,0.54,26,2,15,17
2012,win,jan,sun,7,no,no,1,-2,-8,0.54,19,3,14,17
2012,spr,apr,tue,21,no,yes,1,14,13,0.3,30,15,191,206
2012,aut,oct,sat,13,no,no,2,23,25,0.57,35,310,400,710
2011,sum,aug,mon,14,no,yes,1,28,27,0.3,26,88,137,225
2014,aut,nov,sat,4,no,no,1,5,-1,0.48,22,4,4,8
2012,aut,nov,thu,0,no,yes,2,5,4,0.65,0,1,33,34
2011,aut,nov,fri,10,no,yes,1,5,0,0.41,19,10,105,115
2011,win,mar,tue,7,no,yes,1,1,-3,0.64,9,9,119,128
2012,sum,jul,wed,9,no,yes,1,32,36,0.56,0,44,253,297
2012,win,jan,sun,7,no,no,1,2,-2,0.37,9,0,12,12
2012,sum,aug,sat,5,no,no,1,26,28,0.84,15,1,16,17
2011,win,dec,mon,0,yes,no,1,3,-1,0.75,11,5,6,11
2012,sum,jul,sun,17,no,no,1,37,37,0.26,20,90,323,413
2011,aut,oct,mon,10,no,yes,2,12,11,0.66,7,19,82,101
2011,spr,may,wed,7,no,yes,1,18,18,0.88,13,14,260,274
2011,aut,nov,fri,1,yes,no,1,8,4,0.57,22,3,16,19
2012,aut,dec,wed,15,no,yes,2,9,7,0.46,7,21,207,228
2012,spr,may,fri,1,no,yes,1,21,22,0.78,7,15,33,48
2011,aut,dec,tue,18,no,yes,1,11,10,0.66,13,26,385,411
2011,sum,jul,fri,19,no,yes,1,30,28,0.25,13,80,238,318
2011,win,jan,sun,4,no,no,2,15,14,0.94,13,2,1,3
2012,aut,oct,wed,4,no,yes,2,7,3,0.87,13,0,5,5
2012,aut,dec,fri,20,no,yes,3,11,10,0.76,7,12,229,241
2011,aut,oct,sun,5,no,no,1,8,7,0.87,0,1,2,3
2012,aut,nov,sun,12,no,no,1,17,16,0.48,6,195,390,585
2012,aut,oct,sun,12,no,no,1,22,25,0.46,22,200,362,562
2011,sum,jul,mon,1,yes,no,1,23,22,0.83,6,43,76,119
2012,spr,apr,tue,8,no,yes,1,21,25,0.43,15,42,631,673
2011,sum,jul,tue,5,no,yes,1,24,25,0.69,0,1,19,20
2011,aut,dec,mon,18,no,yes,1,7,5,0.56,6,8,349,357
2011,sum,aug,tue,5,no,yes,1,26,27,0.65,6,5,25,30
2011,aut,nov,sun,10,no,no,1,14,13,0.44,22,63,178,241
2011,win,feb,sat,11,no,no,1,7,2,0.28,22,30,84,114
2011,aut,nov,thu,2,no,yes,2,13,12,0.82,15,0,5,5
2011,spr,may,sun,9,no,no,1,20,20,0.83,17,36,98,134
2012,aut,oct,thu,19,no,yes,1,18,18,0.83,13,45,497,542
2012,win,feb,wed,1,no,yes,1,8,6,0.7,9,3,4,7
2012,spr,may,mon,9,no,yes,3,18,18,-0.88,19,5,105,110
2012,aut,dec,thu,11,no,yes,1,9,5,0.42,17,25,164,189
2012,spr,mar,tue,4,no,yes,1,4,-2,0.32,24,0,3,3
2012,sum,aug,mon,21,no,yes,1,27,29,0.66,13,44,246,290
2011,sum,sep,fri,8,no,yes,3,22,20,0.94,11,12,276,288
2012,win,jan,sun,8,no,no,1,-2,-8,0.54,15,2,34,36
2011,aut,nov,thu,7,no,yes,2,11,10,0.94,11,6,266,272
2012,win,feb,wed,19,no,yes,2,12,11,0.87,7,0,102,102
2012,sum,sep,tue,14,no,yes,1,31,34,0.55,28,72,202,274
2012,win,mar,tue,14,no,yes,2,21,23,0.73,11,66,182,248
2011,aut,nov,wed,16,no,yes,1,16,15,0.51,7,35,231,266
2012,win,mar,sat,4,no,no,1,4,-2,0.41,24,1,3,4
2012,aut,dec,wed,1,no,yes,1,17,17,0.55,22,0,11,11
2012,win,mar,fri,8,no,yes,1,6,4,0.75,6,16,533,549
2012,spr,may,thu,23,no,yes,1,24,25,0.54,15,26,114,140
2012,aut,oct,fri,12,no,yes,2,20,20,0.73,13,90,302,392
2011,win,jan,mon,13,no,yes,2,-1,-7,0.43,15,6,54,60
2012,win,jan,sun,18,no,no,1,9,4,0.23,24,17,151,168
2011,win,feb,sun,23,no,no,1,4,3,0.65,0,4,26,30
2012,spr,mar,sat,15,no,no,3,17,16,0.94,28,118,172,290
2012,spr,mar,tue,16,no,yes,1,13,12,0.2,0,38,267,305
2012,aut,nov,fri,23,no,yes,1,13,12,0.38,30,20,47,67
2012,sum,aug,wed,14,no,yes,1,32,34,0.46,11,88,175,263
2012,spr,may,mon,20,no,yes,1,23,24,0.69,9,44,292,336
2012,spr,mar,fri,5,no,yes,1,8,6,0.61,6,0,26,26
2012,spr,jun,sat,19,no,no,1,23,25,0.36,11,185,369,554
2011,sum,jun,fri,9,no,yes,1,28,29,0.62,9,28,203,231
2012,sum,sep,wed,20,no,yes,1,27,31,0.84,11,55,357,412
2012,aut,oct,wed,12,no,,2,26,27,0.7,7,69,289,358
2012,aut,oct,thu,1,no,yes,1,20,20,0.68,0,6,22,28
2012,win,jan,wed,16,no,yes,2,1,-5,0.4,19,8,123,131
2011,aut,dec,sat,7,no,no,2,5,1,0.56,15,0,20,20
2012,sum,aug,sat,13,no,no,2,27,28,0.51,24,186,331,517
2011,win,mar,tue,21,no,yes,1,7,3,0.49,13,7,68,75
2012,spr,mar,thu,6,no,yes,2,16,15,1,6,10,126,136
2011,spr,jun,wed,15,no,yes,1,37,42,0.4,11,28,100,128
2011,win,dec,thu,3,no,yes,1,2,-3,0.55,13,0,2,2
2012,sum,sep,sat,2,no,no,1,19,19,0.88,17,10,73,83
2012,win,feb,sun,22,no,no,3,4,1,0.75,6,8,47,55
2011,spr,jun,fri,21,no,yes,1,23,25,0.29,7,51,196,247
2012,win,jan,sun,19,no,no,3,0,-4,0.86,7,9,80,89
2012,win,dec,mon,22,no,yes,2,4,3,0.93,0,7,5,12
2011,win,feb,sat,16,no,no,1,14,13,0.16,43,39,81,120
2012,win,mar,thu,14,no,yes,2,27,27,0.3,7,81,177,258
2012,sum,sep,sun,15,n,no,1,27,27,0.32,17,284,412,696
2011,spr,apr,wed,0,no,yes,1,7,5,0.49,7,0,15,15
2011,aut,dec,fri,16,no,yes,2,8,4,0.45,15,12,212,224
2012,sum,jul,fri,5,no,yes,2,24,26,0.56,6,4,30,34
2012,,aug,tue,5,no,yes,1,19,19,0.83,6,4,30,34
2012,spr,apr,thu,5,no,yes,1,12,11,0.82,0,0,30,30
2012,spr,may,wed,12,no,yes,2,24,25,0.69,6,42,206,248
2012,aut,nov,sun,21,no,no,1,14,13,0.67,15,44,127,171
2012,win,feb,mon,3,yes,no,2,4,-1,0.81,13,0,8,8
2011,aut,oct,thu,17,no,yes,2,16,15,0.48,26,56,438,494
2012,sum,aug,sat,4,no,no,1,27,30,0.79,13,2,11,13
2011,sum,sep,sat,17,no,no,1,28,29,0.55,15,185,275,460
2012,spr,apr,thu,6,no,yes,1,7,3,0.65,17,2,94,96
2011,aut,nov,sun,20,no,no,1,10,8,0.81,7,16,100,116
2011,aut,nov,mon,22,no,yes,3,12,11,0.87,9,6,72,78
2012,aut,dec,tue,1,no,yes,1,13,12,0.71,30,1,7,8
2011,win,jan,fri,17,no,yes,2,2,1,0.37,0,9,178,187
2011,spr,apr,sun,0,no,no,2,11,10,0.87,6,5,48,53
2012,sum,sep,sat,11,no,no,2,31,34,0.55,15,219,273,492
2011,aut,nov,thu,4,no,yes,2,12,11,0.62,28,1,3,4
2012,win,dec,fri,3,no,yes,2,4,0,0.6,11,0,2,2
2011,spr,apr,thu,22,no,yes,1,16,15,0.55,7,22,82,104
2012,spr,mar,sat,22,no,no,2,11,10,0.71,17,40,116,156
2012,aut,oct,sat,6,no,no,1,7,3,0.61,13,5,23,28
2012,win,jan,wed,4,no,yes,1,2,-2,0.8,9,0,2,2
2012,aut,nov,thu,8,no,yes,2,7,3,0.61,15,21,625,646
2011,sum,jul,sun,5,no,no,3,22,22,0.83,13,0,1,1
2012,sum,sep,wed,4,no,yes,1,26,28,0.79,19,2,3,5
2011,aut,oct,wed,15,no,yes,3,18,18,1,9,21,99,120
2011,win,mar,wed,0,no,yes,3,7,3,0.93,17,0,8,8
2011,sum,sep,wednesday,16,no,yes,1,23,22,0.89,0,7,137,144
2011,win,jan,sat,14,no,no,1,-3,-7,0.33,7,11,64,75
2012,sum,jul,tue,2,no,yes,1,27,29,0.7,6,1,6,7
2012,sum,aug,thu,20,no,yes,1,26,27,0.54,19,91,387,478
2012,spr,apr,mon,13,no,yes,2,16,15,0.51,6,48,199,247
2011,win,jan,mon,3,no,yes,1,3,-1,0.64,13,0,2,2
2012,sum,jul,sat,15,no,no,1,35,35,0.32,19,206,291,497
2011,spr,may,fri,23,no,yes,1,20,20,0.88,9,23,104,127
2012,win,mar,fri,0,no,yes,1,9,6,0.53,11,1,45,46
2011,aut,oct,fri,8,no,yes,2,19,19,0.9,11,23,186,209
2011,sum,jul,tue,5,no,yes,2,26,28,0.74,7,0,19,19
2012,spr,mar,mon,16,no,yes,1,16,15,0.25,43,60,245,305
2012,sum,jul,sun,2,no,no,2,25,26,0.89,11,29,86,115
2012,aut,nov,tue,13,no,yes,2,14,13,0.58,0,49,218,267
2012,aut,oct,tue,7,no,yes,2,14,13,0.77,7,12,519,531
2011,aut,oct,fri,9,no,yes,1,8,4,0.57,15,19,210,229
2011,aut,nov,mon,10,no,yes,2,17,17,0.83,0,25,110,135
2011,spr,jun,wed,20,no,yes,1,31,0,0.63,9,55,225,280
2011,sum,sep,tue,15,no,yes,3,18,18,0.94,26,18,71,89
2012,sum,jun,sat,10,no,no,1,35,35,0.3,17,96,308,404
2011,sum,aug,wed,15,no,yes,1,29,29,0.48,30,63,141,204
2012,sum,aug,sat,16,no,no,1,31,32,0.46,20,227,304,531
2011,win,feb,fri,11,no,yes,part clouds,17,17,0.77,30,9,50,59
2012,win,jan,mon,14,yes,no,1,7,2,0.36,28,10,141,151
2011,win,mar,tue,11,no,yes,2,10,7,0.25,11,26,52,78
2011,win,feb,wed,16,no,yes,1,15,14,0.31,26,26,96,122
2012,win,jan,fri,20,no,yes,2,2,-1,0.34,6,1,141,142
2012,spr,may,thu,6,no,yes,1,21,23,0.73,15,7,171,178
2012,aut,oct,sun,18,no,no,1,17,17,0.39,13,71,342,413
2011,sum,sep,sun,9,no,no,1,24,25,0.74,0,59,168,227
2012,spr,jun,sun,22,no,no,1,21,24,0.6,13,55,98,153
2012,win,mar,mon,13,no,yes,2,5,1,0.55,20,11,109,120
2012,aut,dec,mon,10,no,yes,1,14,13,0.77,9,31,105,136
2012,aut,nov,mon,1,no,yes,2,10,7,0.66,15,0,19,19
2012,sum,jul,sat,6,no,no,1,28,31,0.74,7,4,27,31
2012,sum,jul,mon,5,no,yes,1,24,24,0.78,7,10,40,50
2011,spr,may,sat,21,no,no,1,22,24,0.61,7,77,150,227
2011,aut,sep,sat,3,no,no,1,20,20,0.94,0,4,27,31
2012,sum,sep,mon,0,no,yes,1,18,18,0.68,11,14,31,45
2011,spr,jun,wed,17,no,yes,1,34,37,0.47,20,52,434,486
2012,aut,sep,fri,8,no,yes,1,21,21,0.83,6,31,674,705
2012,win,jan,thu,22,no,yes,1,11,10,0.76,20,12,121,133
2011,spr,jun,fri,16,no,yes,1,27,26,0.26,22,63,286,349
2011,win,feb,wed,4,no,yes,1,2,-3,0.51,13,0,1,1
2012,aut,sep,fri,19,no,yes,3,22,25,0.5,17,38,470,508
2012,win,jan,mon,4,yes,no,1,-2,-6,0.58,7,2,6,8
2012,win,jan,tue,3,no,yes,2,8,6,0.93,9,0,3,3
2011,win,feb,thu,15,no,yes,1,3,-3,0.37,22,4,56,60
2011,aut,dec,mon,6,no,yes,1,0,-4,0.8,7,1,63,64
2011,sum,jul,wed,11,no,yes,1,31,30,0.31,0,42,94,136
2011,win,mar,thu,3,no,yes,1,2,-5,0.27,31,0,1,1
2011,sum,aug,tue,0,no,yes,1,19,19,0.73,9,10,17,27
2011,spr,may,fri,4,no,yes,3,17,16,0.88,11,2,3,5
2011,spr,may,fri,0,no,yes,1,25,26,0.69,17,14,55,69
2011,win,jan,wed,12,no,yes,1,2,-6,0.47,39,3,52,55
2011,aut,dec,thu,19,no,yes,2,17,17,0.59,19,13,274,287
2011,sum,jul,wed,8,no,yes,1,28,28,0.42,17,28,405,433
2012,aut,oct,mon,21,no,yes,1,16,15,0.67,6,19,155,174
2011,win,jan,sat,17,no,no,1,4,3,0.6,0,9,82,91
2011,aut,nov,sun,15,no,no,2,17,16,0.42,22,89,221,310
2012,sum,sep,tue,0,no,yes,1,17,17,0.59,7,5,27,32
2011,sum,jul,mon,22,no,yes,1,29,32,0.66,15,36,104,140
2011,aut,nov,mon,1,no,yes,1,15,14,0.77,20,1,12,13
2012,spr,mar,sun,21,no,no,1,16,15,0.77,11,25,124,149
2011,spr,jun,sun,0,no,no,1,23,25,0.57,6,23,90,113
2012,spr,may,fri,9,no,yes,1,19,19,0.56,7,57,304,361
2011,win,jan,fri,19,no,yes,2,4,0,0.75,9,5,84,89
2011,aut,sep,fri,10,no,yes,3,22,18,1,7,7,28,35
2011,win,jan,sat,16,no,no,2,13,12,0.82,20,41,52,93
2011,sum,sep,tue,9,no,yes,3,18,18,0.94,15,5,64,69
2012,spr,apr,sun,2,no,no,2,10,8,0.87,7,4,36,40
2011,aut,oct,thu,2,no,yes,2,18,18,0.94,0,0,4,4
2012,win,jan,sat,11,no,no,2,1,-2,0.86,7,1,62,63
2012,aut,nov,sat,6,no,no,2,8,5,0.49,13,4,17,21
2011,win,feb,mon,11,no,yes,1,7,5,0.65,6,11,36,47
2011,aut,nov,tue,22,no,yes,2,17,16,0.94,13,6,81,87
2012,sum,sep,mon,8,no,yes,1,19,19,0.6,19,33,697,730
2012,sum,aug,thu,20,no,yes,1,26,27,0.61,7,70,404,474
2012,aut,nov,fri,11,no,yes,1,12,11,0.5,13,121,130,251
2011,sum,aug,thu,9,no,yes,1,27,29,0.66,17,42,186,228
2011,aut,oct,thu,9,no,yes,3,19,19,1,7,3,106,109
2012,sum,aug,thu,14,no,yes,1,29,29,0.48,9,74,199,273
2012,spr,may,wed,9,no,yes,2,21,21,0.83,0,40,285,325
2012,win,mar,sat,6,no,no,1,3,-2,0.44,19,1,11,12
2011,sum,jun,wed,6,no,yes,1,24,24,0.83,0,12,110,122
2012,sum,jul,tue,7,no,yes,2,26,28,0.74,7,31,489,520
2011,aut,sep,thu,18,no,yes,1,23,25,0.41,15,84,500,584
2011,win,jan,fri,23,no,yes,2,1,0,0.55,0,1,26,27
2012,aut,oct,mon,4,no,yes,1,13,12,0.82,7,0,10,10
2011,aut,oct,wed,13,no,yes,3,19,19,0.6,7,20,62,82
2011,sum,sep,sat,19,no,no,1,26,28,0.74,9,147,148,295
2011,aut,oct,tue,17,no,yes,1,19,19,0.37,7,68,517,585
2011,aut,oct,sun,2,no,no,1,3,-2,0.87,19,7,43,50
